Core-index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning
225,JLPT3,悲しい,かなしい,sad,Adjective,その映画はとても悲しかった。,その えいが は とても かなしかった,That movie was very sad.
226,JLPT2,愛する,あいする,"love, care for",Verb,私は家族を愛しています。,わたし は かぞく を あいして います,I love my family.
227,JLPT2,しゃべる,しゃべる,"chat, talk",Verb,彼女はよくしゃべるね。,かのじょ は よく しゃべる ね,"She really likes to chat, doesn't she?"
228,JLPT4,近く,ちかく,"vicinity, nearby",Noun,私の家は駅の近くです。,わたし の いえ は えき の ちかく です,My house is near the station.
229,JLPT4,甘い,あまい,sweet,Adjective,このイチゴは甘い。,この いちご は あまい,This strawberry is sweet.
230,JLPT4,テーブル,テーブル,table,Noun,新しいテーブルを買いました。,あたらしい てーぶる を かいました,I bought a new table.
231,JLPT4,食べ物,たべもの,food,Noun,日本の食べ物はとても美味しいです。,にっぽん の たべもの は とても おいしい です,Japanese food is very delicious.
232,JLPT4,始まる,はじまる,begin,Verb,新しい仕事が始まりました。,あたらしい しごと が はじまりました,My new job started.
233,JLPT2,ゲーム,ゲーム,game,Noun,私たちはビデオゲームをした。,わたしたち は びでおげーむ を した,We played a video game.
234,JLPT4,十,じゅう,ten,Noun,その子は指で十数えました。,その こ は ゆび で じゅう かぞえました,The child counted to ten on her fingers.
235,JLPT4,天気,てんき,weather,Noun,今日はいい天気ですね。,きょう は いい てんき です ね,It's nice out today.
236,JLPT4,暑い,あつい,"hot, warm (temperature of the air)",Adjective,今日はとても暑い。,きょう は とても あつい,It's very hot today.
237,JLPT4,太い,ふとい,"thick, fat",Adjective,彼女は足が太い。,かのじょ は あし が ふとい,She has fat legs.
238,JLPT4,晩,ばん,evening (usually from sunset to bedtime),Noun,晩ご飯は食べましたか。,ばんごはん は たべました か,Have you had dinner?
239,JLPT4,土曜日,どようび,Saturday,Noun,土曜日の夜はクラブに行きます。,どようび の よる は くらぶ に いきます,I'm going to a club Saturday night.
240,JLPT2,神,かみ,"god, spirit",Noun,彼は神を信じている。,かれ は かみ を しんじて いる,He believes in God.
241,JLPT4,痛い,いたい,painful,Adjective,今日は頭が痛いです。,きょう は あたま が いたい です,I have a headache today.
242,JLPT4,お父さん,おとうさん,father,Noun,お父さんは会社員です。,おとうさん は かいしゃいん です,My father's a company employee.
243,JLPT2,多分,たぶん,"probably, perhaps",Adverb,彼女は多分家で寝ています。,かのじょ は たぶん いえ で ねて います,She's probably sleeping at home.
244,JLPT4,時計,とけい,"clock, watch",Noun,時計を見たらちょうど3時だった。,とけい を みたら ちょうど さんじ だった,I looked at the clock and it was exactly three.
245,JLPT3,泊まる,とまる,stay overnight,Verb,今日はこのホテルに泊まります。,きょう は この ほてる に とまります,I'm staying at this hotel today.
246,JLPT4,どうして,どうして,why,Adverb,どうして泣いているの。,どうして ないて いる の,Why are you crying?
247,JLPT2,掛ける,かける,"hang, put on",Verb,夫の服をハンガーに掛けた。,おっと の ふく を はんがー に かけた,I put my husband's clothes on a hanger.
248,JLPT0,曲がる,まがる,turn,Verb,そこを左に曲がってください。,そこ を ひだり に まがって ください,Please turn left there.
249,JLPT4,おなか,おなか,stomach,Noun,おなかが空きました。,おなか が すきました,I'm hungry.
250,JLPT0,ミーティング,ミーティング,meeting,Noun,朝9時からミーティングが始まった。,あさ 9 じ から みーてぃんぐ が はじまった,The meeting started at 9 a.m.
251,JLPT4,閉める,しめる,"shut, close",Verb,ちゃんとドアを閉めてよ。,ちゃんと どあ を しめてよ,Close the door properly.
252,JLPT4,嫌い,きらい,dislike,Adjective,私はタバコが嫌いです。,わたし は たばこ が きらい です,I hate cigarettes.
253,JLPT4,金曜日,きんようび,Friday,Noun,金曜日の夜は友達と出かけます。,きんようび の よる は ともだち と でかけます,I go out with my friends on Friday nights.
254,JLPT4,要る,いる,"need, require",Verb,予約は要りません。,よやく は いりません,Reservations are not required.
255,JLPT2,無い,ない,to not be,Adjective,ここには何も無い。,ここ に は なに も ない,There's nothing here.
256,JLPT4,黄色い,きいろい,yellow,Adjective,彼女に黄色いバラを買いました。,かのじょ に きいろい ばら を かいました,I bought her a yellow rose.
257,JLPT2,風邪,かぜ,cold (illness),Noun,私は風邪を引きました。,わたし は かぜ を ひきました 。,I caught a cold.
258,JLPT3,優しい,やさしい,"gentle, kind",Adjective,彼はとても優しい人です。,かれ は とても やさしい ひと です,He's a very kind person.
259,JLPT4,晴れる,はれる,"be sunny, clear up",Verb,明日は晴れるといいですね。,あした は はれる と いい です ね,I hope it'll be sunny tomorrow.
260,JLPT4,大好き,だいすき,love,Adjective,私は犬が大好きだ。,わたし は いぬ が だいすき だ,I love dogs.
261,JLPT4,茶色,ちゃいろ,light brown,Noun,彼女は茶色の靴を履いています。,かのじょ は ちゃいろ の くつ を はいて います,She's wearing brown shoes.
262,JLPT4,汚い,きたない,dirty,Adjective,彼の部屋はとても汚い。,かれ の へや は とても きたない,His room is very dirty.
263,JLPT2,空く,すく,be empty,Verb,レストランは空いていました。,れすとらん は すいて いました,The restaurant was empty.
264,JLPT2,上る,のぼる,go up,Verb,猫が屋根に上っている。,ねこ が やね に のぼって いる,The cat's up on the roof.
265,JLPT0,ご飯,ごはん,"cooked rice, meal",Noun,私はパンよりご飯が好きだ。,わたし は ぱん より ごはん が すき だ,I prefer rice to bread.
266,JLPT2,日,にち,day,Noun,私たちは先月11日に結婚しました。,わたしたち は せんげつ じゅういち にち に けっこん しました,We got married last month on the 11th.
267,JLPT2,髪の毛,かみのけ,hair,Noun,髪の毛が伸びたね。,かみのけ が のびた ね,"Your hair's longer, isn't it?"
268,JLPT4,つける,つける,switch on,Verb,電気をつけてください。,でんき を つけて ください,Please turn on the light.
269,JLPT4,月曜日,げつようび,Monday,Noun,月曜日に会いましょう。,げつようび に あいましょう,Let's meet on Monday.
270,JLPT4,入る,はいる,enter,Verb,寒いので中に入ってください。,さむい の で なか に はいって ください,It's cold so please come inside.
271,JLPT4,片仮名,かたかな,katakana,Noun,お名前を片仮名で書いてください。,おなまえ を かたかな で かいて ください,Please write your name in katakana.
272,JLPT4,今週,こんしゅう,this week,Noun,今週は日本語のテストがあります。,こんしゅう は にほんご の てすと が あります,There's a Japanese test this week.
273,JLPT3,開く,ひらく,open,Verb,32ページを開いてください。,さんじゅうにぺーじ を ひらいて ください,Please open to page 32.
274,JLPT4,水,みず,water,Noun,水を一杯ください。,みず を いっぱい ください,Please give me a glass of water.
275,JLPT4,あれ,あれ,that over there,Noun,あれは何ですか。,あれ は なん です か,What's that?
276,JLPT4,二,に,two,Noun,その人には二回会った。,その ひと に は に かい あった,I met that person twice.
277,JLPT4,閉まる,しまる,"be shut, be closed",Verb,お店はもう閉まっていました。,おみせ は もう しまって いました,The shop had already closed.
278,JLPT4,締める,しめる,"tighten, fasten",Verb,彼はシートベルトを締めた。,かれ は しーとべると を しめた,He fastened his seat belt.
279,JLPT4,まずい,まずい,"bad-tasting, bad",Adjective,ここの料理はまずい。,ここ の りょうり は まずい,The food here is bad.
280,JLPT4,平仮名,ひらがな,hiragana,Noun,私は平仮名を全部読めます。,わたし は ひらがな を ぜんぶ よめます,I can read all the hiragana.
281,JLPT4,曇る,くもる,become cloudy,Verb,明日は昼頃から曇るでしょう。,あす は ひるごろ から くもる でしょう,It'll probably get cloudy around noon tomorrow.
282,JLPT3,触る,さわる,"touch, feel",Verb,絵に触らないでください。,え に さわらない で ください,Please don't touch the painting.
283,JLPT2,駄目,だめ,no good,Adjectival Noun,彼は駄目な男だ。,かれ は だめ な おとこ だ,He's a loser.
284,JLPT0,書き直す,かきなおす,rewrite,Verb,この書類を書き直してください。,この しょるい を かきなおして ください,Please rewrite this document.
285,JLPT4,飲み物,のみもの,"beverage, drink",Noun,何か飲み物が欲しいな。,なに か のみもの が ほしい な 。,I could really use something to drink.
